"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"Indiana","18","2023","2023","Measles, Imported","10510",0
,"Indiana","18","2023","2023","Melioidosis","11585",0
,"Indiana","18","2023","2023","Meningococcal disease, All serogroups","10150",7
,"Indiana","18","2023","2023","Meningococcal disease, Serogroups ACWY","10151",5
,"Indiana","18","2023","2023","Meningococcal disease, Serogroup B","10152",1
,"Indiana","18","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Indiana","18","2023","2023","Meningococcal disease, Unknown serogroup","10154",1
,"Indiana","18","2023","2023","Mpox","11801",19
,"Indiana","18","2023","2023","Mumps","10180",12
,"Indiana","18","2023","2023","Novel Influenza A virus infections","11062",0
,"Indiana","18","2023","2023","Paratyphoid fever","50236",0
,"Indiana","18","2023","2023","Pertussis","10190",175
,"Indiana","18","2023","2023","Plague","10440",0
,"Indiana","18","2023","2023","Poliomyelitis, paralytic","10410",0
,"Indiana","18","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Indiana","18","2023","2023","Psittacosis","10450",0
,"Indiana","18","2023","2023","Q fever, Total","10259",3
,"Indiana","18","2023","2023","Q fever, Acute","10257",0
,"Indiana","18","2023","2023","Q fever, Chronic","10258",3
,"Indiana","18","2023","2023","Rabies, Animal","10340",10
,"Indiana","18","2023","2023","Rabies, Human","10460",0
,"Indiana","18","2023","2023","Rubella","10200",0
,"Indiana","18","2023","2023","Rubella, congenital syndrome","10370",0
,"Indiana","18","2023","2023","Salmonella Paratyphi infection","50266",0
,"Indiana","18","2023","2023","Salmonella Typhi infection","50267",5
,"Indiana","18","2023","2023","Salmonellosis","11000",0
,"Indiana","18","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Indiana","18","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",972
,"Indiana","18","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Indiana","18","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",262
,"Indiana","18","2023","2023","Shigellosis","11010",158
,"Indiana","18","2023","2023","Smallpox","11800",0
,"Indiana","18","2023","2023","Spotted fever rickettsiosis, Total","10250",15
,"Indiana","18","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",0
,"Indiana","18","2023","2023","Spotted fever rickettsiosis, Probable","10254",15
,"Indiana","18","2023","2023","Streptococcal toxic shock syndrome","11700",46
,"Indiana","18","2023","2023","Syphilis, Total, all stages","10399",2341
,"Indiana","18","2023","2023","Syphilis, Congenital","10316",50
,"Indiana","18","2023","2023","Syphilis, Primary and secondary","10310",599
,"Indiana","18","2023","2023","Tetanus","10210",2
,"Indiana","18","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",2
,"Indiana","18","2023","2023","Trichinellosis","10270",0
,"Indiana","18","2023","2023","Tuberculosis","10220",130
,"Indiana","18","2023","2023","Tularemia","10230",4
,"Indiana","18","2023","2023","Typhoid fever","10240",0
,"Indiana","18","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",2
,"Indiana","18","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Indiana","18","2023","2023","Varicella morbidity","10030",201
,"Indiana","18","2023","2023","Varicella mortality","10031",0
,"Indiana","18","2023","2023","Vibriosis, Total","11545",36
,"Indiana","18","2023","2023","Vibriosis, Confirmed","50234",22
,"Indiana","18","2023","2023","Vibriosis, Probable","50235",14
,"Indiana","18","2023","2023","Viral hemorrhagic fevers","11647",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Indiana","18","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Indiana","18","2023","2023","Yellow fever","10660",0
,"Indiana","18","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Indiana","18","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Indiana","18","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Indiana","18","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Iowa","19","2023","2023","Anthrax","10350",0
,"Iowa","19","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
,"Iowa","19","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Iowa","19","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Iowa","19","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Iowa","19","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Iowa","19","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",1
,"Iowa","19","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Iowa","19","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Iowa","19","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Iowa","19","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Iowa","19","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Iowa","19","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",12
,"Iowa","19","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",5
,"Iowa","19","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Iowa","19","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Iowa","19","2023","2023","Babesiosis, Total","12010",5
,"Iowa","19","2023","2023","Babesiosis, Confirmed","12011",3
,"Iowa","19","2023","2023","Babesiosis, Probable","12012",2
,"Iowa","19","2023","2023","Botulism, Total","10360",0
,"Iowa","19","2023","2023","Botulism, Foodborne","10530",0
,"Iowa","19","2023","2023","Botulism, Infant","10540",0
,"Iowa","19","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Iowa","19","2023","2023","Brucellosis","10020",0
,"Iowa","19","2023","2023","Campylobacteriosis","11020",1357
,"Iowa","19","2023","2023","Candida auris, clinical","50263",6
,"Iowa","19","2023","2023","Candida auris, screening","50264",34
,"Iowa","19","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Iowa","19","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",88
,"Iowa","19","2023","2023","Chancroid","10273",0
,"Iowa","19","2023","2023","Chlamydia trachomatis infection","10274",13687
,"Iowa","19","2023","2023","Cholera","10470",0
,"Iowa","19","2023","2023","Coccidioidomycosis","11900",Not Reportable
,"Iowa","19","2023","2023","Coccidioidomycosis, confirmed","11901",Not Reportable
,"Iowa","19","2023","2023","Coccidioidomycosis, probable","11902",Not Reportable
,"Iowa","19","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",Not Reportable
,"Iowa","19","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",Not Reportable
,"Iowa","19","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",Not Reportable
,"Iowa","19","2023","2023","Cryptosporidiosis, Total","11580",437
,"Iowa","19","2023","2023","Cryptosporidiosis, Confirmed","11582",369
,"Iowa","19","2023","2023","Cryptosporidiosis, Probable","11583",68
,"Iowa","19","2023","2023","Cyclosporiasis","11575",52
,"Iowa","19","2023","2023","Dengue virus infections, Dengue","10680",6
,"Iowa","19","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Iowa","19","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Iowa","19","2023","2023","Diphtheria","10040",0
,"Iowa","19","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",12
,"Iowa","19","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",15
,"Iowa","19","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Iowa","19","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",1
,"Iowa","19","2023","2023","Giardiasis","11570",201
,"Iowa","19","2023","2023","Gonorrhea","10280",3747
,"Iowa","19","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",1
,"Iowa","19","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Iowa","19","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",0
,"Iowa","19","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",0
,"Iowa","19","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",0
,"Iowa","19","2023","2023","Hansen's disease","10380",3
,"Iowa","19","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Iowa","19","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Iowa","19","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",2
,"Iowa","19","2023","2023","Hepatitis, A","10110",13
,"Iowa","19","2023","2023","Hepatitis, B, acute","10100",10
,"Iowa","19","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Iowa","19","2023","2023","Hepatitis, C, acute","10101",20
,"Iowa","19","2023","2023","Hepatitis, C, acute, Confirmed","50228",20
,"Iowa","19","2023","2023","Hepatitis, C, acute, Probable","50229",0
,"Iowa","19","2023","2023","Hepatitis, C, perinatal infection","50248",0
,"Iowa","19","2023","2023","Human immunodeficiency virus diagnoses","10560",138
,"Iowa","19","2023","2023","Influenza-associated pediatric mortality","11061",4
,"Iowa","19","2023","2023","Invasive pneumococcal disease, All ages","11723",Not Reportable
,"Iowa","19","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",Not Reportable
,"Iowa","19","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",Not Reportable
,"Iowa","19","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",Not Reportable
,"Iowa","19","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",Not Reportable
,"Iowa","19","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",Not Reportable
,"Iowa","19","2023","2023","Legionellosis","10490",57
,"Iowa","19","2023","2023","Leptospirosis","10390",Not Reportable
,"Iowa","19","2023","2023","Listeriosis, Total","10640",4
,"Iowa","19","2023","2023","Listeriosis, Confirmed","10641",4
,"Iowa","19","2023","2023","Listeriosis, Probable","10642",0
,"Iowa","19","2023","2023","Lyme disease, Total","11080",212
,"Iowa","19","2023","2023","Lyme disease, Confirmed","11081",197
,"Iowa","19","2023","2023","Lyme disease, Probable","11082",15
,"Iowa","19","2023","2023","Malaria","10130",33
,"Iowa","19","2023","2023","Measles, Total","10140",0
,"Iowa","19","2023","2023","Measles, Indigenous","10500",0
,"Iowa","19","2023","2023","Measles, Imported","10510",0
,"Iowa","19","2023","2023","Melioidosis","11585",0
,"Iowa","19","2023","2023","Meningococcal disease, All serogroups","10150",12
,"Iowa","19","2023","2023","Meningococcal disease, Serogroups ACWY","10151",10
,"Iowa","19","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Iowa","19","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Iowa","19","2023","2023","Meningococcal disease, Unknown serogroup","10154",2
,"Iowa","19","2023","2023","Mpox","11801",1
,"Iowa","19","2023","2023","Mumps","10180",9
,"Iowa","19","2023","2023","Novel Influenza A virus infections","11062",0
,"Iowa","19","2023","2023","Paratyphoid fever","50236",0
,"Iowa","19","2023","2023","Pertussis","10190",58
,"Iowa","19","2023","2023","Plague","10440",0
,"Iowa","19","2023","2023","Poliomyelitis, paralytic","10410",0
,"Iowa","19","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Iowa","19","2023","2023","Psittacosis","10450",0
,"Iowa","19","2023","2023","Q fever, Total","10259",6
,"Iowa","19","2023","2023","Q fever, Acute","10257",6
,"Iowa","19","2023","2023","Q fever, Chronic","10258",0
,"Iowa","19","2023","2023","Rabies, Animal","10340",14
,"Iowa","19","2023","2023","Rabies, Human","10460",0
,"Iowa","19","2023","2023","Rubella","10200",0
,"Iowa","19","2023","2023","Rubella, congenital syndrome","10370",0
,"Iowa","19","2023","2023","Salmonella Paratyphi infection","50266",1
,"Iowa","19","2023","2023","Salmonella Typhi infection","50267",1
,"Iowa","19","2023","2023","Salmonellosis","11000",0
,"Iowa","19","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Iowa","19","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",795
,"Iowa","19","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Iowa","19","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",478
,"Iowa","19","2023","2023","Shigellosis","11010",143
,"Iowa","19","2023","2023","Smallpox","11800",0
,"Iowa","19","2023","2023","Spotted fever rickettsiosis, Total","10250",2
,"Iowa","19","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",0
,"Iowa","19","2023","2023","Spotted fever rickettsiosis, Probable","10254",2
,"Iowa","19","2023","2023","Streptococcal toxic shock syndrome","11700",Not Reportable
,"Iowa","19","2023","2023","Syphilis, Total, all stages","10399",957
,"Iowa","19","2023","2023","Syphilis, Congenital","10316",12
,"Iowa","19","2023","2023","Syphilis, Primary and secondary","10310",331
,"Iowa","19","2023","2023","Tetanus","10210",1
,"Iowa","19","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",Not Reportable
,"Iowa","19","2023","2023","Trichinellosis","10270",Not Reportable
,"Iowa","19","2023","2023","Tuberculosis","10220",67
,"Iowa","19","2023","2023","Tularemia","10230",7
,"Iowa","19","2023","2023","Typhoid fever","10240",0
,"Iowa","19","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",1
,"Iowa","19","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Iowa","19","2023","2023","Varicella morbidity","10030",Not Reportable
,"Iowa","19","2023","2023","Varicella mortality","10031",Not Reportable
,"Iowa","19","2023","2023","Vibriosis, Total","11545",Not Reportable
,"Iowa","19","2023","2023","Vibriosis, Confirmed","50234",Not Reportable
,"Iowa","19","2023","2023","Vibriosis, Probable","50235",Not Reportable
,"Iowa","19","2023","2023","Viral hemorrhagic fevers","11647",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Iowa","19","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Iowa","19","2023","2023","Yellow fever","10660",0
,"Iowa","19","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Iowa","19","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Iowa","19","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Iowa","19","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Kansas","20","2023","2023","Anthrax","10350",0
,"Kansas","20","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",2
,"Kansas","20","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Kansas","20","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Kansas","20","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Kansas","20","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Kansas","20","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Kansas","20","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Kansas","20","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Kansas","20","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Kansas","20","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Kansas","20","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Kansas","20","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",46
,"Kansas","20","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",20
,"Kansas","20","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Kansas","20","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Kansas","20","2023","2023","Babesiosis, Total","12010",1
,"Kansas","20","2023","2023","Babesiosis, Confirmed","12011",0
,"Kansas","20","2023","2023","Babesiosis, Probable","12012",1
,"Kansas","20","2023","2023","Botulism, Total","10360",0
,"Kansas","20","2023","2023","Botulism, Foodborne","10530",0
,"Kansas","20","2023","2023","Botulism, Infant","10540",0
,"Kansas","20","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Kansas","20","2023","2023","Brucellosis","10020",1
,"Kansas","20","2023","2023","Campylobacteriosis","11020",974
,"Kansas","20","2023","2023","Candida auris, clinical","50263",0
,"Kansas","20","2023","2023","Candida auris, screening","50264",0
,"Kansas","20","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Kansas","20","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",84
,"Kansas","20","2023","2023","Chancroid","10273",0
,"Kansas","20","2023","2023","Chlamydia trachomatis infection","10274",13345
,"Kansas","20","2023","2023","Cholera","10470",0
,"Kansas","20","2023","2023","Coccidioidomycosis","11900",8
,"Kansas","20","2023","2023","Coccidioidomycosis, confirmed","11901",5
,"Kansas","20","2023","2023","Coccidioidomycosis, probable","11902",3
,"Kansas","20","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",Not Reportable
,"Kansas","20","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",Not Reportable
,"Kansas","20","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",Not Reportable
,"Kansas","20","2023","2023","Cryptosporidiosis, Total","11580",98
,"Kansas","20","2023","2023","Cryptosporidiosis, Confirmed","11582",93
,"Kansas","20","2023","2023","Cryptosporidiosis, Probable","11583",5
,"Kansas","20","2023","2023","Cyclosporiasis","11575",36
,"Kansas","20","2023","2023","Dengue virus infections, Dengue","10680",2
,"Kansas","20","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Kansas","20","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Kansas","20","2023","2023","Diphtheria","10040",0
,"Kansas","20","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",4
,"Kansas","20","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",55
,"Kansas","20","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",5
,"Kansas","20","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",0
,"Kansas","20","2023","2023","Giardiasis","11570",138
,"Kansas","20","2023","2023","Gonorrhea","10280",4234
,"Kansas","20","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",71
,"Kansas","20","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Kansas","20","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",0
,"Kansas","20","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",0
,"Kansas","20","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",5
,"Kansas","20","2023","2023","Hansen's disease","10380",1
,"Kansas","20","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Kansas","20","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Kansas","20","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",6
,"Kansas","20","2023","2023","Hepatitis, A","10110",82
,"Kansas","20","2023","2023","Hepatitis, B, acute","10100",16
,"Kansas","20","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Kansas","20","2023","2023","Hepatitis, C, acute","10101",12
,"Kansas","20","2023","2023","Hepatitis, C, acute, Confirmed","50228",11
,"Kansas","20","2023","2023","Hepatitis, C, acute, Probable","50229",1
,"Kansas","20","2023","2023","Hepatitis, C, perinatal infection","50248",2
,"Kansas","20","2023","2023","Human immunodeficiency virus diagnoses","10560",150
,"Kansas","20","2023","2023","Influenza-associated pediatric mortality","11061",2
,"Kansas","20","2023","2023","Invasive pneumococcal disease, All ages","11723",281
,"Kansas","20","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",266
,"Kansas","20","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",15
,"Kansas","20","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",18
,"Kansas","20","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",16
,"Kansas","20","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",2
,"Kansas","20","2023","2023","Legionellosis","10490",43
,"Kansas","20","2023","2023","Leptospirosis","10390",0
,"Kansas","20","2023","2023","Listeriosis, Total","10640",3
,"Kansas","20","2023","2023","Listeriosis, Confirmed","10641",2
,"Kansas","20","2023","2023","Listeriosis, Probable","10642",1
,"Kansas","20","2023","2023","Lyme disease, Total","11080",12
,"Kansas","20","2023","2023","Lyme disease, Confirmed","11081",8
,"Kansas","20","2023","2023","Lyme disease, Probable","11082",4
,"Kansas","20","2023","2023","Malaria","10130",15
,"Kansas","20","2023","2023","Measles, Total","10140",0
,"Kansas","20","2023","2023","Measles, Indigenous","10500",0
,"Kansas","20","2023","2023","Measles, Imported","10510",0
,"Kansas","20","2023","2023","Melioidosis","11585",0
,"Kansas","20","2023","2023","Meningococcal disease, All serogroups","10150",3
,"Kansas","20","2023","2023","Meningococcal disease, Serogroups ACWY","10151",0
,"Kansas","20","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Kansas","20","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Kansas","20","2023","2023","Meningococcal disease, Unknown serogroup","10154",3
,"Kansas","20","2023","2023","Mpox","11801",2
,"Kansas","20","2023","2023","Mumps","10180",3
,"Kansas","20","2023","2023","Novel Influenza A virus infections","11062",0
,"Kansas","20","2023","2023","Paratyphoid fever","50236",0
,"Kansas","20","2023","2023","Pertussis","10190",69
,"Kansas","20","2023","2023","Plague","10440",0
,"Kansas","20","2023","2023","Poliomyelitis, paralytic","10410",0
,"Kansas","20","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Kansas","20","2023","2023","Psittacosis","10450",0
,"Kansas","20","2023","2023","Q fever, Total","10259",0
,"Kansas","20","2023","2023","Q fever, Acute","10257",0
,"Kansas","20","2023","2023","Q fever, Chronic","10258",0
,"Kansas","20","2023","2023","Rabies, Animal","10340",26
,"Kansas","20","2023","2023","Rabies, Human","10460",0
,"Kansas","20","2023","2023","Rubella","10200",1
,"Kansas","20","2023","2023","Rubella, congenital syndrome","10370",0
,"Kansas","20","2023","2023","Salmonella Paratyphi infection","50266",1
,"Kansas","20","2023","2023","Salmonella Typhi infection","50267",2
,"Kansas","20","2023","2023","Salmonellosis","11000",0
,"Kansas","20","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Kansas","20","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",682
,"Kansas","20","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Kansas","20","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",242
,"Kansas","20","2023","2023","Shigellosis","11010",68
,"Kansas","20","2023","2023","Smallpox","11800",0
,"Kansas","20","2023","2023","Spotted fever rickettsiosis, Total","10250",22
,"Kansas","20","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",1
,"Kansas","20","2023","2023","Spotted fever rickettsiosis, Probable","10254",21
,"Kansas","20","2023","2023","Streptococcal toxic shock syndrome","11700",3
,"Kansas","20","2023","2023","Syphilis, Total, all stages","10399",1269
,"Kansas","20","2023","2023","Syphilis, Congenital","10316",15
,"Kansas","20","2023","2023","Syphilis, Primary and secondary","10310",397
,"Kansas","20","2023","2023","Tetanus","10210",0
,"Kansas","20","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",0
,"Kansas","20","2023","2023","Trichinellosis","10270",0
,"Kansas","20","2023","2023","Tuberculosis","10220",46
,"Kansas","20","2023","2023","Tularemia","10230",20
,"Kansas","20","2023","2023","Typhoid fever","10240",0
,"Kansas","20","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",2
,"Kansas","20","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Kansas","20","2023","2023","Varicella morbidity","10030",146
,"Kansas","20","2023","2023","Varicella mortality","10031",0
,"Kansas","20","2023","2023","Vibriosis, Total","11545",19
,"Kansas","20","2023","2023","Vibriosis, Confirmed","50234",2
,"Kansas","20","2023","2023","Vibriosis, Probable","50235",17
,"Kansas","20","2023","2023","Viral hemorrhagic fevers","11647",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Kansas","20","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Kansas","20","2023","2023","Yellow fever","10660",0
,"Kansas","20","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Kansas","20","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Kansas","20","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Kansas","20","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Kentucky","21","2023","2023","Anthrax","10350",0
,"Kentucky","21","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",0
