"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"Oklahoma","40","2023","2023","Coccidioidomycosis, confirmed","11901",Not Reportable
,"Oklahoma","40","2023","2023","Coccidioidomycosis, probable","11902",Not Reportable
,"Oklahoma","40","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",122813
,"Oklahoma","40","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",63649
,"Oklahoma","40","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",59164
,"Oklahoma","40","2023","2023","Cryptosporidiosis, Total","11580",125
,"Oklahoma","40","2023","2023","Cryptosporidiosis, Confirmed","11582",123
,"Oklahoma","40","2023","2023","Cryptosporidiosis, Probable","11583",2
,"Oklahoma","40","2023","2023","Cyclosporiasis","11575",70
,"Oklahoma","40","2023","2023","Dengue virus infections, Dengue","10680",4
,"Oklahoma","40","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Oklahoma","40","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Oklahoma","40","2023","2023","Diphtheria","10040",0
,"Oklahoma","40","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",3
,"Oklahoma","40","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",22
,"Oklahoma","40","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Oklahoma","40","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",0
,"Oklahoma","40","2023","2023","Giardiasis","11570",Not Reportable
,"Oklahoma","40","2023","2023","Gonorrhea","10280",6905
,"Oklahoma","40","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",134
,"Oklahoma","40","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Oklahoma","40","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",3
,"Oklahoma","40","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",4
,"Oklahoma","40","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",0
,"Oklahoma","40","2023","2023","Hansen's disease","10380",Not Reportable
,"Oklahoma","40","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Oklahoma","40","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Oklahoma","40","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",9
,"Oklahoma","40","2023","2023","Hepatitis, A","10110",5
,"Oklahoma","40","2023","2023","Hepatitis, B, acute","10100",21
,"Oklahoma","40","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Oklahoma","40","2023","2023","Hepatitis, C, acute","10101",25
,"Oklahoma","40","2023","2023","Hepatitis, C, acute, Confirmed","50228",23
,"Oklahoma","40","2023","2023","Hepatitis, C, acute, Probable","50229",2
,"Oklahoma","40","2023","2023","Hepatitis, C, perinatal infection","50248",0
,"Oklahoma","40","2023","2023","Human immunodeficiency virus diagnoses","10560",385
,"Oklahoma","40","2023","2023","Influenza-associated pediatric mortality","11061",4
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, All ages","11723",Not Reportable
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",Not Reportable
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",Not Reportable
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",14
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",14
,"Oklahoma","40","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",0
,"Oklahoma","40","2023","2023","Legionellosis","10490",60
,"Oklahoma","40","2023","2023","Leptospirosis","10390",1
,"Oklahoma","40","2023","2023","Listeriosis, Total","10640",4
,"Oklahoma","40","2023","2023","Listeriosis, Confirmed","10641",4
,"Oklahoma","40","2023","2023","Listeriosis, Probable","10642",0
,"Oklahoma","40","2023","2023","Lyme disease, Total","11080",3
,"Oklahoma","40","2023","2023","Lyme disease, Confirmed","11081",2
,"Oklahoma","40","2023","2023","Lyme disease, Probable","11082",1
,"Oklahoma","40","2023","2023","Malaria","10130",10
,"Oklahoma","40","2023","2023","Measles, Total","10140",0
,"Oklahoma","40","2023","2023","Measles, Indigenous","10500",0
,"Oklahoma","40","2023","2023","Measles, Imported","10510",0
,"Oklahoma","40","2023","2023","Melioidosis","11585",0
,"Oklahoma","40","2023","2023","Meningococcal disease, All serogroups","10150",5
,"Oklahoma","40","2023","2023","Meningococcal disease, Serogroups ACWY","10151",3
,"Oklahoma","40","2023","2023","Meningococcal disease, Serogroup B","10152",2
,"Oklahoma","40","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Oklahoma","40","2023","2023","Meningococcal disease, Unknown serogroup","10154",0
,"Oklahoma","40","2023","2023","Mpox","11801",15
,"Oklahoma","40","2023","2023","Mumps","10180",1
,"Oklahoma","40","2023","2023","Novel Influenza A virus infections","11062",0
,"Oklahoma","40","2023","2023","Paratyphoid fever","50236",0
,"Oklahoma","40","2023","2023","Pertussis","10190",20
,"Oklahoma","40","2023","2023","Plague","10440",0
,"Oklahoma","40","2023","2023","Poliomyelitis, paralytic","10410",0
,"Oklahoma","40","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Oklahoma","40","2023","2023","Psittacosis","10450",0
,"Oklahoma","40","2023","2023","Q fever, Total","10259",4
,"Oklahoma","40","2023","2023","Q fever, Acute","10257",3
,"Oklahoma","40","2023","2023","Q fever, Chronic","10258",1
,"Oklahoma","40","2023","2023","Rabies, Animal","10340",39
,"Oklahoma","40","2023","2023","Rabies, Human","10460",0
,"Oklahoma","40","2023","2023","Rubella","10200",0
,"Oklahoma","40","2023","2023","Rubella, congenital syndrome","10370",0
,"Oklahoma","40","2023","2023","Salmonella Paratyphi infection","50266",2
,"Oklahoma","40","2023","2023","Salmonella Typhi infection","50267",2
,"Oklahoma","40","2023","2023","Salmonellosis","11000",0
,"Oklahoma","40","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Oklahoma","40","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",953
,"Oklahoma","40","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Oklahoma","40","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",214
,"Oklahoma","40","2023","2023","Shigellosis","11010",90
,"Oklahoma","40","2023","2023","Smallpox","11800",0
,"Oklahoma","40","2023","2023","Spotted fever rickettsiosis, Total","10250",29
,"Oklahoma","40","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",0
,"Oklahoma","40","2023","2023","Spotted fever rickettsiosis, Probable","10254",29
,"Oklahoma","40","2023","2023","Streptococcal toxic shock syndrome","11700",Not Reportable
,"Oklahoma","40","2023","2023","Syphilis, Total, all stages","10399",3503
,"Oklahoma","40","2023","2023","Syphilis, Congenital","10316",79
,"Oklahoma","40","2023","2023","Syphilis, Primary and secondary","10310",1121
,"Oklahoma","40","2023","2023","Tetanus","10210",0
,"Oklahoma","40","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",Not Reportable
,"Oklahoma","40","2023","2023","Trichinellosis","10270",0
,"Oklahoma","40","2023","2023","Tuberculosis","10220",66
,"Oklahoma","40","2023","2023","Tularemia","10230",13
,"Oklahoma","40","2023","2023","Typhoid fever","10240",0
,"Oklahoma","40","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",0
,"Oklahoma","40","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Oklahoma","40","2023","2023","Varicella morbidity","10030",Not Reportable
,"Oklahoma","40","2023","2023","Varicella mortality","10031",Not Reportable
,"Oklahoma","40","2023","2023","Vibriosis, Total","11545",29
,"Oklahoma","40","2023","2023","Vibriosis, Confirmed","50234",13
,"Oklahoma","40","2023","2023","Vibriosis, Probable","50235",16
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers","11647",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Oklahoma","40","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Oklahoma","40","2023","2023","Yellow fever","10660",0
,"Oklahoma","40","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Oklahoma","40","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Oklahoma","40","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Oklahoma","40","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Oregon","41","2023","2023","Anthrax","10350",0
,"Oregon","41","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",2
,"Oregon","41","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Oregon","41","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
